compa_ratio,compa_ratio_range,cost_center,country,current_rating,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,length_of_service,location,management_level,region,single_job_family,tenure_category,total_compensation,age
1.559,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,True,Recruiter,True,True,Executive,M8,Board Management - Executive Vice President,1.562,San Francisco,Executive Vice President,AMER,Board Management,01-02 Years,662600,42.0
0.942,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Female,Generation Z (1997 and onwards),False,False,Referral,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,3.6,Seoul,Individual Contributor,APAC,Sales - Inside Sales,02-05 Years,44500,26.0
1.243,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,Black or African American,Female,Generation X (1965-1980),False,False,Referral,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,19.877,Singapore,Individual Contributor,APAC,FA - Accounting,15+ Years,132700,45.0
1.217,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,Asian,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,3.627,Incheon,Individual Contributor,APAC,Human Resources,02-05 Years,66000,32.0
1.412,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,8.866,Singapore,Individual Contributor,APAC,Sales - Direct Sales,05-10 Years,108700,33.0
1.359,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,Asian,Male,Generation X (1965-1980),False,False,Referral,False,False,Services,P5,Human Resources - Principal Human Resources Analyst,33.101,San Francisco,Individual Contributor,AMER,Human Resources,15+ Years,207300,56.0
1.11,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Services,P3,Legal - Corporate - P3 Legal Consultant,2.036,Toronto,Individual Contributor,AMER,Legal - Corporate,02-05 Years,86000,31.0
0.899,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Development,P2,IT - Product Development - P2 Data Scientist,4.427,Gwangju,Individual Contributor,APAC,IT - Product Development,02-05 Years,42500,28.0
1.3,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P4,IT - Product Development - Senior QA,0.101,Vancouver,Individual Contributor,AMER,IT - Product Development,00-01 Years,143000,34.0
0.831,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,Asian,Male,Generation Z (1997 and onwards),False,True,Linkedin,False,False,Development,P1,IT - Product Development - P1 Software Engineer,1.786,Singapore,Individual Contributor,APAC,IT - Product Development,01-02 Years,32000,24.0
0.951,At Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Hispanic,Male,Generation Y/Millenials (1981-1996),True,True,Referral,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,2.614,Calgary,Individual Contributor,AMER,Sales - Direct Sales,02-05 Years,64200,27.0
1.336,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,10.526,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,10-15 Years,147000,34.0
1.418,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Hispanic,Female,Baby Boomers (1946-1964),False,False,Referral,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,17.822,Edmonton,Individual Contributor,AMER,FA - Accounting,15+ Years,216300,59.0
1.491,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,Black or African American,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,15.288,Seoul,Individual Contributor,APAC,Human Resources,15+ Years,159200,42.0
0.984,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Development,P3,IT - Product Development - P3 Data Scientist,3.041,London,Individual Contributor,EMEA,IT - Product Development,02-05 Years,61000,31.0
1.34,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,12.222,San Francisco,Individual Contributor,AMER,FA - Accounting,10-15 Years,147400,34.0
1.62,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Male,Generation X (1965-1980),False,False,Linkedin,True,True,Executive,M8,Board Management - Executive Vice President,6.458,San Francisco,Executive Vice President,AMER,Board Management,05-10 Years,688700,42.0
0.99,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Agency,False,False,Services,P3,Legal - Corporate - P3 Legal Associate Consultant,5.578,London,Individual Contributor,EMEA,Legal - Corporate,05-10 Years,61400,33.0
1.247,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,True,Agency,False,False,Services,P4,Legal - Corporate - Senior Legal Consultant,8.458,Toronto,Individual Contributor,AMER,Legal - Corporate,05-10 Years,137200,35.0
0.855,Below Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,5.726,San Francisco,Individual Contributor,AMER,Sales - Inside Sales,05-10 Years,57700,27.0
1.519,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Hispanic,Male,Generation X (1965-1980),False,False,Agency,False,False,Executive,P5,Executive Management - Principal Operations Executive,23.395,San Francisco,Individual Contributor,AMER,Executive Management,15+ Years,231700,46.0
1.227,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,2.422,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,02-05 Years,95100,33.0
1.178,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Development,P4,IT - Product Development - Senior QA,3.814,Calgary,Individual Contributor,AMER,IT - Product Development,02-05 Years,129600,36.0
1.168,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,8.066,Calgary,Vice President,AMER,Board Management,05-10 Years,128500,36.0
1.238,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,14.789,New York,Individual Contributor,AMER,Human Resources,10-15 Years,136200,36.0
1.213,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,1.704,Marseille,Individual Contributor,EMEA,Sales - Direct Sales,01-02 Years,75200,30.0
0.832,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,1.83,Singapore,Individual Contributor,APAC,Sales - Direct Sales,01-02 Years,39300,26.0
1.201,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,White,Male,Generation X (1965-1980),False,False,Corporate Website,False,False,Finance,P5,FA - Accounting - Principal Accounting Settlement Specialist,23.31,San Francisco,Individual Contributor,AMER,FA - Accounting,15+ Years,183200,46.0
1.452,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,13.036,Toronto,Individual Contributor,AMER,FA - Accounting,10-15 Years,221500,39.0
0.64,Below Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,White,Male,Generation Z (1997 and onwards),False,False,Linkedin,False,False,Development,P1,IT - Product Development - P1 Business Analytics,3.638,Toronto,Individual Contributor,AMER,IT - Product Development,02-05 Years,35200,25.0
1.18,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,Asian,Female,Generation X (1965-1980),True,False,Referral,False,False,Executive,P5,Executive Management - Principal Operations Executive,3.142,Toronto,Vice President,AMER,Executive Management,02-05 Years,179900,45.0
0.975,At Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Female,Generation Z (1997 and onwards),True,False,Linkedin,False,False,Development,P2,IT - Product Development - P2 Software Engineer,2.033,New York,Individual Contributor,AMER,IT - Product Development,02-05 Years,65800,25.0
1.042,At Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Internal,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,8.071,San Francisco,Individual Contributor,AMER,FA - Accounting,05-10 Years,114600,34.0
1.21,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,4.488,New York,Individual Contributor,AMER,FA - Accounting,02-05 Years,93800,33.0
1.475,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,Hispanic,Female,Generation Y/Millenials (1981-1996),False,True,Agency,False,False,Development,P4,IT - Product Development - Senior Business Analytics,3.553,Toronto,Manager,AMER,IT - Product Development,02-05 Years,162300,35.0
1.345,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,2.849,Montreal,Individual Contributor,AMER,Sales - Direct Sales,02-05 Years,104200,29.0
1.147,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,1.381,London,Individual Contributor,EMEA,Human Resources,01-02 Years,71100,29.0
1.212,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,5.86,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,05-10 Years,133300,35.0
1.308,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Female,Baby Boomers (1946-1964),False,False,Referral,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,39.863,Nice,Individual Contributor,EMEA,Human Resources,15+ Years,159600,61.0
1.31,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,White,Female,Baby Boomers (1946-1964),False,False,Corporate Website,False,True,Sales,M5,Sales - Management - Director,32.986,Paris,Director,EMEA,Sales - Management,15+ Years,241100,59.0
1.417,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,3 - Meets Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,2.011,Singapore,Individual Contributor,APAC,Sales - Direct Sales,02-05 Years,109100,36.0
0.985,At Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Services,P2,Human Resources - P2 Human Resources Consultant,5.559,Toronto,Individual Contributor,AMER,Human Resources,05-10 Years,66500,27.0
0.929,Below Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P2,IT - Product Development - P2 Business Analytics,2.515,Toronto,Individual Contributor,AMER,IT - Product Development,02-05 Years,62700,28.0
1.498,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,10.162,San Francisco,Individual Contributor,AMER,FA - Accounting,10-15 Years,164800,34.0
0.902,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,Black or African American,Male,Generation Z (1997 and onwards),True,True,Linkedin,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,0.189,Busan,Individual Contributor,APAC,Sales - Inside Sales,00-01 Years,42600,26.0
0.83,Below Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),True,False,Linkedin,False,True,Development,M3,IT - Product Management - Manager,14.058,San Francisco,Manager,AMER,IT - Product Management,10-15 Years,151500,39.0
1.41,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,Asian,Male,Generation X (1965-1980),False,False,Recruiter,False,False,Development,P5,IT - Product Development - Principal Data Scientist,18.422,Toronto,Individual Contributor,AMER,IT - Product Development,15+ Years,215000,50.0
0.856,Below Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Female,Generation Z (1997 and onwards),False,True,Internal,False,False,Sales,P1,Sales - Direct Sales - P1 Direct Sales Representative,0.342,San Francisco,Individual Contributor,AMER,Sales - Direct Sales,00-01 Years,47100,23.0
1.089,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Asian,Male,Baby Boomers (1946-1964),False,True,Referral,False,False,Executive,P5,Board Management - Principal Board Associate,12.797,Incheon,Vice President,APAC,Board Management,10-15 Years,116200,58.0
1.078,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Female,Baby Boomers (1946-1964),False,False,Corporate Website,False,True,Sales,M4,Sales - Management - Senior Manager,29.789,Incheon,Manager,APAC,Sales - Management,15+ Years,149100,65.0
0.914,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P2,IT - Product Development - P2 Business Analytics,2.258,Seoul,Individual Contributor,APAC,IT - Product Development,02-05 Years,43200,28.0
1.346,Above Compa-Ratio,EMEA - France,France,3 - Meets Expectations,White,Female,Baby Boomers (1946-1964),False,False,Recruiter,True,True,Executive,M8,Board Management - Executive Vice President,0.792,Paris,Executive Vice President,EMEA,Board Management,00-01 Years,457600,60.0
1.009,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P2,IT - Product Development - P2 Business Analytics,4.797,London,Individual Contributor,EMEA,IT - Product Development,02-05 Years,54500,27.0
1.258,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,White,Female,Baby Boomers (1946-1964),False,False,Recruiter,False,False,Development,P5,IT - Product Development - Principal Software Engineer,31.66,London,Individual Contributor,EMEA,IT - Product Development,15+ Years,153500,63.0
1.436,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Female,Baby Boomers (1946-1964),False,False,Corporate Website,True,True,Executive,M7,Board Management - Vice President,23.83,Marseille,Vice President,EMEA,Board Management,15+ Years,407900,64.0
1.091,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,10.101,Daegu,Individual Contributor,APAC,Sales - Direct Sales,10-15 Years,84000,36.0
1.324,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,9.115,Paris,Individual Contributor,EMEA,Sales - Direct Sales,05-10 Years,116500,34.0
1.109,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Development,P4,IT - Product Development - Senior Data Scientist,8.447,Paris,Individual Contributor,EMEA,IT - Product Development,05-10 Years,97600,36.0
1.426,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Business Analytics,2.685,Paris,Individual Contributor,EMEA,IT - Product Development,02-05 Years,125500,34.0
0.965,At Compa-Ratio,EMEA - France,France,3 - Meets Expectations,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P3,IT - Product Development - P3 Data Scientist,5.381,Paris,Individual Contributor,EMEA,IT - Product Development,05-10 Years,59800,29.0
1.311,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,White,Male,Generation X (1965-1980),False,False,Referral,False,False,Executive,P5,Board Management - Principal Board Associate,26.074,London,Vice President,EMEA,Board Management,15+ Years,160000,56.0
1.332,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,3.301,Toronto,Individual Contributor,AMER,Sales - Direct Sales,02-05 Years,103200,28.0
1.132,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Black or African American,Female,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Development,P3,IT - Product Development - P3 QA,1.318,New York,Individual Contributor,AMER,IT - Product Development,01-02 Years,87700,31.0
1.174,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,4.205,London,Vice President,EMEA,Board Management,02-05 Years,103300,35.0
1.32,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,5.868,New York,Individual Contributor,AMER,Sales - Direct Sales,05-10 Years,102300,30.0
1.281,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,True,Agency,False,False,Executive,P4,Board Management - Senior Board Associate,0.397,San Francisco,Vice President,AMER,Board Management,00-01 Years,140900,35.0
1.006,At Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,White,Male,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,3.31,Toulouse,Individual Contributor,EMEA,Sales - Inside Sales,02-05 Years,62400,32.0
1.058,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,11.663,New York,Vice President,AMER,Board Management,10-15 Years,116400,35.0
1.213,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,4.093,Calgary,Vice President,AMER,Board Management,02-05 Years,133400,34.0
1.244,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),True,True,Referral,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,0.942,New York,Individual Contributor,AMER,Human Resources,00-01 Years,96400,31.0
0.779,Below Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,White,Female,Generation X (1965-1980),False,False,Corporate Website,False,True,Finance,M3,FA - Management - Manager,17.345,New York,Manager,AMER,FA - Management,15+ Years,142200,54.0
1.492,Above Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,3.521,Paris,Individual Contributor,EMEA,FA - Accounting,02-05 Years,131300,34.0
0.982,At Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P2,Human Resources - P2 Human Resources Analyst,6.151,Seoul,Individual Contributor,APAC,Human Resources,05-10 Years,46400,28.0
1.244,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,6.827,Singapore,Individual Contributor,APAC,Human Resources,05-10 Years,67500,29.0
1.285,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,3.222,Busan,Individual Contributor,APAC,Human Resources,02-05 Years,69700,30.0
1.437,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Male,Generation Y/Millenials (1981-1996),True,False,Corporate Website,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,7.559,London,Individual Contributor,EMEA,FA - Accounting,05-10 Years,126500,34.0
1.252,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,6.995,Seoul,Individual Contributor,APAC,FA - Accounting,05-10 Years,96400,34.0
1.488,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Executive,P4,Board Management - Senior Board Associate,9.501,Singapore,Vice President,APAC,Board Management,05-10 Years,114600,35.0
0.974,At Compa-Ratio,Global Support - Asia/Pac,South Korea,1 - Unsatisfactory,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,4.071,Busan,Individual Contributor,APAC,Sales - Inside Sales,02-05 Years,46000,28.0
0.898,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,White,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Development,P2,IT - Product Development - P2 QA,5.375,London,Individual Contributor,EMEA,IT - Product Development,05-10 Years,48500,27.0
1.167,Above Compa-Ratio,AMER - United States of America,United States of America,3 - Meets Expectations,Asian,Female,Generation X (1965-1980),False,True,Agency,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,23.704,San Francisco,Individual Contributor,AMER,Human Resources,15+ Years,177900,48.0
0.984,At Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,Asian,Female,Generation Y/Millenials (1981-1996),True,True,Referral,False,False,Development,P3,IT - Product Development - P3 Data Scientist,6.192,Singapore,Individual Contributor,APAC,IT - Product Development,05-10 Years,53400,32.0
1.177,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,7.238,Toronto,Vice President,AMER,Board Management,05-10 Years,129500,34.0
1.116,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,American Indian or Alaska Native,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,1.055,Toronto,Individual Contributor,AMER,Sales - Inside Sales,01-02 Years,86500,29.0
1.327,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,7.696,Seoul,Individual Contributor,APAC,Sales - Direct Sales,05-10 Years,72000,32.0
1.497,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,White,Female,Generation X (1965-1980),False,False,Agency,False,False,Development,P5,IT - Product Development - Principal Software Engineer,11.638,Toronto,Individual Contributor,AMER,IT - Product Development,10-15 Years,228300,57.0
1.456,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,American Indian or Alaska Native,Female,Generation X (1965-1980),True,False,Referral,False,False,Sales,P5,Sales - Direct Sales - Principal Direct Sales Representative,22.458,Calgary,Individual Contributor,AMER,Sales - Direct Sales,15+ Years,222100,53.0
0.701,Below Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,Asian,Male,Generation X (1965-1980),False,False,Corporate Website,False,True,Sales,M2,Sales - Management - Associate Manager,24.397,Toronto,Manager,AMER,Sales - Management,15+ Years,120900,56.0
1.382,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,Asian,Female,Generation Y/Millenials (1981-1996),True,False,Referral,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,3.397,Singapore,Individual Contributor,APAC,Sales - Direct Sales,02-05 Years,75000,33.0
1.224,Above Compa-Ratio,EMEA - France,France,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,4.293,Lyon,Individual Contributor,EMEA,Sales - Direct Sales,02-05 Years,75900,31.0
1.059,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,White,Male,Baby Boomers (1946-1964),False,True,Referral,True,True,Development,M5,IT - Product Management - Director,26.984,New York,Director,AMER,IT - Product Management,15+ Years,243500,64.0
1.161,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Executive,P4,Board Management - Senior Board Associate,6.46,Edmonton,Vice President,AMER,Board Management,05-10 Years,127700,33.0
1.236,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,White,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,2.118,Toronto,Individual Contributor,AMER,FA - Accounting,02-05 Years,136000,35.0
1.015,At Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P2,Human Resources - P2 Human Resources Consultant,1.512,New York,Individual Contributor,AMER,Human Resources,01-02 Years,68500,27.0
0.662,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,Asian,Female,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Sales,P1,Sales - Direct Sales - P1 Direct Sales Representative,0.279,Seoul,Individual Contributor,APAC,Sales - Direct Sales,00-01 Years,25500,25.0
1.077,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,1 - Unsatisfactory,White,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Executive,P4,Board Management - Senior Board Associate,1.663,Singapore,Vice President,APAC,Board Management,01-02 Years,82900,34.0
